Region;Units Sold
Central America and the Caribbean;6689
Europe;1478
Australia and Oceania;9329
Europe;91
Europe;644
Asia;9898
Central America and the Caribbean;3797
North America;314
Asia;4454
Asia;3253
Asia;778
Middle East and North Africa;3128
Middle East and North Africa;3433
Sub-Saharan Africa;6854
Central America and the Caribbean;5584
Sub-Saharan Africa;3845
Europe;2893
Europe;6015
Sub-Saharan Africa;3526
Central America and the Caribbean;7777
Sub-Saharan Africa;8147
Sub-Saharan Africa;6047
Australia and Oceania;9919
Middle East and North Africa;237
Sub-Saharan Africa;4506
Australia and Oceania;2263
Europe;73
Sub-Saharan Africa;6537
Sub-Saharan Africa;7284
Europe;9975
Sub-Saharan Africa;9303
Asia;1990
Central America and the Caribbean;1793
Sub-Saharan Africa;4497
Europe;2919
Middle East and North Africa;1909
Middle East and North Africa;3345
Middle East and North Africa;1140
Central America and the Caribbean;6235
Sub-Saharan Africa;1605
Asia;7253
Asia;5217
Sub-Saharan Africa;4564
Australia and Oceania;6391
Central America and the Caribbean;8830
Asia;2041
Europe;3217
Europe;1581
Europe;3388
Middle East and North Africa;6924
Sub-Saharan Africa;7507
Europe;2486
Sub-Saharan Africa;6239
Middle East and North Africa;5179
Central America and the Caribbean;2747
Middle East and North Africa;4418
Sub-Saharan Africa;2696
Europe;2117
Australia and Oceania;4249
Europe;2691
Europe;8072
Middle East and North Africa;3053
Europe;7326
North America;2617
Sub-Saharan Africa;7678
Sub-Saharan Africa;3297
Middle East and North Africa;7291
Sub-Saharan Africa;9508
Middle East and North Africa;6828
Asia;8163
Sub-Saharan Africa;9454
Central America and the Caribbean;8677
Europe;834
Australia and Oceania;2963
Sub-Saharan Africa;9131
Europe;5436
Europe;5008
Asia;3009
North America;1631
Sub-Saharan Africa;5098
Sub-Saharan Africa;4664
Sub-Saharan Africa;3615
Europe;2269
Sub-Saharan Africa;2975
Sub-Saharan Africa;5112
Europe;92
Europe;6357
Asia;4380
Europe;1667
Central America and the Caribbean;7754
Central America and the Caribbean;9207
Sub-Saharan Africa;4626
Middle East and North Africa;9640
Central America and the Caribbean;1911
Asia;6132
Sub-Saharan Africa;9024
Middle East and North Africa;4345
Sub-Saharan Africa;7878
Middle East and North Africa;2443
Asia;2888
Central America and the Caribbean;1092
Central America and the Caribbean;967
Europe;3455
Europe;1529
Sub-Saharan Africa;5196
Europe;6490
Middle East and North Africa;4479
Sub-Saharan Africa;261
Europe;1968
Sub-Saharan Africa;9759
Sub-Saharan Africa;827
Sub-Saharan Africa;4396
Europe;6721
Asia;6087
Australia and Oceania;7813
Australia and Oceania;9246
Europe;4767
Europe;787
Sub-Saharan Africa;748
Central America and the Caribbean;124
Australia and Oceania;1420
Central America and the Caribbean;9171
Central America and the Caribbean;4946
Asia;2342
Europe;1990
Sub-Saharan Africa;6551
Asia;5718
Sub-Saharan Africa;1213
Australia and Oceania;1792
Europe;8241
Europe;8377
Middle East and North Africa;2049
Europe;6137
Asia;9552
Europe;8237
Sub-Saharan Africa;164
Central America and the Caribbean;339
Sub-Saharan Africa;5798
Sub-Saharan Africa;608
Sub-Saharan Africa;868
Europe;9708
Europe;2289
North America;804
Sub-Saharan Africa;9476
Middle East and North Africa;9559
Asia;4340
Sub-Saharan Africa;4137
Australia and Oceania;1298
Middle East and North Africa;5203
Middle East and North Africa;7263
Middle East and North Africa;5920
Australia and Oceania;1649
Sub-Saharan Africa;1953
Europe;6370
Sub-Saharan Africa;1466
Australia and Oceania;5840
Sub-Saharan Africa;5122
Sub-Saharan Africa;6973
Europe;6085
Central America and the Caribbean;9183
Australia and Oceania;21
Sub-Saharan Africa;4385
Asia;5093
Asia;6992
Middle East and North Africa;1964
Middle East and North Africa;3919
Europe;3799
Asia;4579
Sub-Saharan Africa;6263
Australia and Oceania;887
Sub-Saharan Africa;7518
Central America and the Caribbean;7256
Australia and Oceania;8230
Sub-Saharan Africa;601
Europe;1562
Europe;336
Europe;3179
Sub-Saharan Africa;8375
Asia;1243
Sub-Saharan Africa;9132
Middle East and North Africa;6420
Sub-Saharan Africa;9520
Sub-Saharan Africa;1874
Asia;8955
Asia;3268
Sub-Saharan Africa;9349
Europe;8767
Sub-Saharan Africa;5118
Europe;9034
Europe;3175
Sub-Saharan Africa;7234
Asia;2935
Middle East and North Africa;9031
Asia;6310
Sub-Saharan Africa;2589
Sub-Saharan Africa;7716
Europe;8572
Asia;4067
Sub-Saharan Africa;144
Australia and Oceania;4776
Asia;2968
Sub-Saharan Africa;1757
Sub-Saharan Africa;5210
Middle East and North Africa;9426
Sub-Saharan Africa;7533
Sub-Saharan Africa;4695
Central America and the Caribbean;3102
Sub-Saharan Africa;6978
Sub-Saharan Africa;7579
Europe;8191
Europe;9130
Middle East and North Africa;2746
North America;8419
Asia;7559
Sub-Saharan Africa;8609
Sub-Saharan Africa;2042
Central America and the Caribbean;5364
Asia;8111
Asia;6849
Middle East and North Africa;178
Middle East and North Africa;3728
Australia and Oceania;5159
Sub-Saharan Africa;9164
Europe;2467
Sub-Saharan Africa;8823
Asia;4017
Australia and Oceania;867
Middle East and North Africa;4222
Sub-Saharan Africa;5961
Sub-Saharan Africa;9996
Europe;7269
Sub-Saharan Africa;754
Central America and the Caribbean;455
Europe;8409
Middle East and North Africa;3683
Central America and the Caribbean;7376
Sub-Saharan Africa;7618
Sub-Saharan Africa;4569
Asia;5422
Asia;9402
Europe;2761
Sub-Saharan Africa;3788
Middle East and North Africa;7799
North America;2142
Asia;1198
Asia;1378
Asia;6125
North America;911
Europe;8241
Asia;2653
Asia;5713
Europe;1019
Europe;9203
Middle East and North Africa;2924
Sub-Saharan Africa;1876
Europe;7781
Central America and the Caribbean;9395
Sub-Saharan Africa;7504
Europe;9926
Europe;6508
Europe;4131
Middle East and North Africa;1706
Middle East and North Africa;5176
Middle East and North Africa;2513
Europe;8723
Sub-Saharan Africa;842
Sub-Saharan Africa;2938
Sub-Saharan Africa;1108
Australia and Oceania;8483
Europe;225
Sub-Saharan Africa;8524
Australia and Oceania;7606
Europe;8725
Sub-Saharan Africa;5166
Middle East and North Africa;7248
Central America and the Caribbean;7319
Australia and Oceania;4759
Australia and Oceania;979
Central America and the Caribbean;4422
Australia and Oceania;5560
Europe;1900
Sub-Saharan Africa;2977
Europe;5358
Europe;7642
Sub-Saharan Africa;5459
Middle East and North Africa;6470
Asia;5368
Europe;8876
Central America and the Caribbean;749
Middle East and North Africa;6773
Sub-Saharan Africa;9766
Europe;4576
Europe;3083
Europe;9198
Europe;3864
North America;53
Central America and the Caribbean;7772
Asia;9056
Sub-Saharan Africa;2973
North America;621
Europe;130
Sub-Saharan Africa;1662
Sub-Saharan Africa;2408
Sub-Saharan Africa;1592
Europe;5469
Sub-Saharan Africa;2326
Europe;7479
Europe;8278
Asia;9102
Europe;6362
Europe;3500
Asia;5992
North America;6340
Europe;9082
Australia and Oceania;5784
Middle East and North Africa;46
Europe;2497
Australia and Oceania;5798
Central America and the Caribbean;9642
Australia and Oceania;5753
Australia and Oceania;2884
Europe;1824
Sub-Saharan Africa;388
Australia and Oceania;8425
Sub-Saharan Africa;2816
Europe;2471
Sub-Saharan Africa;3333
Central America and the Caribbean;3375
Asia;7603
Asia;3052
Australia and Oceania;3790
Middle East and North Africa;5915
Europe;2558
Sub-Saharan Africa;8880
Sub-Saharan Africa;7072
Middle East and North Africa;1359
Australia and Oceania;2995
Europe;5267
Australia and Oceania;8491
Asia;5017
Europe;4225
Sub-Saharan Africa;7525
Europe;3360
Asia;2204
Asia;1561
Sub-Saharan Africa;968
Sub-Saharan Africa;6991
Sub-Saharan Africa;8231
Europe;315
Europe;907
Europe;4697
Europe;8410
Central America and the Caribbean;5801
Europe;2655
Sub-Saharan Africa;1790
Europe;8055
Middle East and North Africa;3330
Asia;1525
Europe;3583
Europe;2478
Sub-Saharan Africa;8214
Sub-Saharan Africa;2829
Europe;5388
Central America and the Caribbean;6991
Europe;5768
Sub-Saharan Africa;1879
Europe;2518
Europe;6907
Sub-Saharan Africa;1302
Sub-Saharan Africa;3989
Sub-Saharan Africa;285
Europe;7538
Asia;130
Australia and Oceania;4470
Sub-Saharan Africa;4001
Sub-Saharan Africa;4197
Sub-Saharan Africa;7563
Sub-Saharan Africa;8635
Sub-Saharan Africa;8980
Australia and Oceania;2197
Europe;8915
Sub-Saharan Africa;1797
Central America and the Caribbean;534
Europe;6849
Europe;9498
Middle East and North Africa;9268
Europe;3974
Sub-Saharan Africa;3467
Australia and Oceania;4625
Central America and the Caribbean;6360
Europe;4615
Australia and Oceania;7362
Central America and the Caribbean;9607
Middle East and North Africa;8387
Middle East and North Africa;7767
Sub-Saharan Africa;3848
Sub-Saharan Africa;9758
Europe;660
Middle East and North Africa;8745
Europe;8237
Sub-Saharan Africa;390
Australia and Oceania;8492
Sub-Saharan Africa;2859
Europe;5840
Australia and Oceania;6816
Sub-Saharan Africa;7196
Europe;5423
Middle East and North Africa;1972
Australia and Oceania;4347
Sub-Saharan Africa;2084
Middle East and North Africa;1750
Asia;1944
Australia and Oceania;8297
Sub-Saharan Africa;8468
Asia;7151
Europe;1069
North America;3977
Sub-Saharan Africa;1662
Australia and Oceania;6940
Sub-Saharan Africa;4660
Asia;6702
Sub-Saharan Africa;6977
Central America and the Caribbean;6428
Europe;8028
Sub-Saharan Africa;1782
Europe;9726
Middle East and North Africa;928
Sub-Saharan Africa;6486
Europe;4530
Australia and Oceania;5222
Middle East and North Africa;5753
Middle East and North Africa;5347
Australia and Oceania;260
Sub-Saharan Africa;8777
Asia;6215
Europe;9924
Asia;4283
Europe;5703
Asia;7627
Europe;5528
Middle East and North Africa;1912
Europe;1314
Sub-Saharan Africa;5301
Sub-Saharan Africa;7473
Sub-Saharan Africa;8459
Sub-Saharan Africa;921
Sub-Saharan Africa;4550
Asia;1071
Australia and Oceania;9238
Asia;9837
Sub-Saharan Africa;686
Europe;1634
Europe;9559
Sub-Saharan Africa;3375
Asia;9022
Europe;4474
Middle East and North Africa;4737
Europe;6846
Europe;4870
Europe;4905
Middle East and North Africa;83
Middle East and North Africa;5565
Europe;3542
Sub-Saharan Africa;8239
Europe;911
Central America and the Caribbean;4842
Central America and the Caribbean;352
Asia;9789
Central America and the Caribbean;2531
Australia and Oceania;9992
Middle East and North Africa;612
Europe;4866
Sub-Saharan Africa;258
Sub-Saharan Africa;6325
Sub-Saharan Africa;9634
Europe;8783
Sub-Saharan Africa;9403
Europe;9154
Central America and the Caribbean;2730
Europe;6853
Central America and the Caribbean;5279
Middle East and North Africa;3793
Asia;5214
Australia and Oceania;4389
Sub-Saharan Africa;3198
Sub-Saharan Africa;5554
Sub-Saharan Africa;2397
Europe;6702
Australia and Oceania;8474
Middle East and North Africa;9748
Australia and Oceania;9593
Sub-Saharan Africa;9106
Europe;6418
Middle East and North Africa;1689
Asia;2113
Asia;6913
Middle East and North Africa;2343
Asia;6690
Europe;5271
Europe;5434
Middle East and North Africa;1561
Asia;61
Central America and the Caribbean;4378
Middle East and North Africa;9984
Sub-Saharan Africa;9385
Sub-Saharan Africa;7117
Sub-Saharan Africa;4747
Sub-Saharan Africa;5874
Australia and Oceania;1128
Sub-Saharan Africa;3170
Sub-Saharan Africa;1691
Sub-Saharan Africa;8417
Europe;2102
Asia;3531
Central America and the Caribbean;523
Europe;2925
Sub-Saharan Africa;7619
Middle East and North Africa;3514
Sub-Saharan Africa;6554
Australia and Oceania;4711
Australia and Oceania;2992
Sub-Saharan Africa;8431
Sub-Saharan Africa;5097
Asia;9088
Sub-Saharan Africa;3533
Australia and Oceania;3595
Sub-Saharan Africa;1465
Middle East and North Africa;1367
Europe;4556
Middle East and North Africa;4318
North America;970
Central America and the Caribbean;6862
Middle East and North Africa;1372
Asia;5912
Middle East and North Africa;8925
Sub-Saharan Africa;884
Sub-Saharan Africa;9294
Sub-Saharan Africa;3691
Europe;642
Australia and Oceania;8747
Europe;3634
Sub-Saharan Africa;2966
Middle East and North Africa;1434
Sub-Saharan Africa;5762
Sub-Saharan Africa;9706
Central America and the Caribbean;9050
Europe;6613
Europe;7243
Sub-Saharan Africa;2820
Central America and the Caribbean;7256
Asia;1492
Europe;8502
Middle East and North Africa;8291
Asia;2896
Sub-Saharan Africa;1383
Middle East and North Africa;4851
Europe;1430
Europe;1282
Australia and Oceania;1598
Asia;1603
Central America and the Caribbean;7550
Middle East and North Africa;7727
Sub-Saharan Africa;7451
Central America and the Caribbean;4070
Europe;1964
Sub-Saharan Africa;7544
Middle East and North Africa;4254
Australia and Oceania;7565
Middle East and North Africa;9984
Europe;6046
Asia;7318
Sub-Saharan Africa;7400
Europe;6922
Sub-Saharan Africa;8543
Australia and Oceania;1958
Europe;8889
Middle East and North Africa;8091
Asia;350
Europe;3484
Middle East and North Africa;7342
Middle East and North Africa;8803
Sub-Saharan Africa;6779
Central America and the Caribbean;7211
Central America and the Caribbean;8074
Sub-Saharan Africa;4372
Asia;3141
Asia;8449
Australia and Oceania;6395
Europe;108
Sub-Saharan Africa;4750
Europe;2513
Sub-Saharan Africa;7620
Middle East and North Africa;1326
Asia;6918
North America;4713
Middle East and North Africa;7060
Australia and Oceania;3338
Middle East and North Africa;4958
Europe;363
Asia;27
Sub-Saharan Africa;1455
Australia and Oceania;4182
Australia and Oceania;4776
Europe;1835
Europe;990
Europe;9902
Australia and Oceania;3263
Sub-Saharan Africa;7796
Sub-Saharan Africa;7257
Middle East and North Africa;7432
Central America and the Caribbean;1137
Sub-Saharan Africa;3222
Sub-Saharan Africa;5567
North America;2083
Europe;3711
Europe;3426
Europe;1233
Australia and Oceania;9168
Sub-Saharan Africa;6297
Europe;3721
Europe;9568
Sub-Saharan Africa;4000
Sub-Saharan Africa;4208
Asia;9418
Asia;5883
Europe;1890
Europe;2757
Sub-Saharan Africa;5831
Sub-Saharan Africa;5492
Europe;8153
Sub-Saharan Africa;7254
Sub-Saharan Africa;8271
Sub-Saharan Africa;3707
Middle East and North Africa;8099
Middle East and North Africa;3014
Sub-Saharan Africa;2052
Sub-Saharan Africa;5840
Sub-Saharan Africa;7042
Middle East and North Africa;5349
Middle East and North Africa;2485
Sub-Saharan Africa;7205
Asia;294
Asia;9571
Asia;4884
Sub-Saharan Africa;3113
Middle East and North Africa;3168
Europe;993
Middle East and North Africa;4561
Central America and the Caribbean;8876
North America;976
Europe;4927
Sub-Saharan Africa;6828
Australia and Oceania;9808
Central America and the Caribbean;9030
Sub-Saharan Africa;6685
Middle East and North Africa;6998
Middle East and North Africa;1222
Sub-Saharan Africa;2644
Central America and the Caribbean;1581
Australia and Oceania;383
Sub-Saharan Africa;8428
Europe;7129
Europe;4927
Europe;2296
Australia and Oceania;6741
Asia;7798
Sub-Saharan Africa;2034
Asia;8049
Europe;1472
Asia;9964
Sub-Saharan Africa;8217
Middle East and North Africa;2955
Asia;7934
Sub-Saharan Africa;8938
Australia and Oceania;8786
Middle East and North Africa;2327
Sub-Saharan Africa;1439
Central America and the Caribbean;35
Sub-Saharan Africa;9056
Sub-Saharan Africa;1476
Sub-Saharan Africa;7300
Sub-Saharan Africa;8565
Central America and the Caribbean;4337
Sub-Saharan Africa;5716
Sub-Saharan Africa;830
Middle East and North Africa;9842
Australia and Oceania;9944
Asia;358
Central America and the Caribbean;7341
Sub-Saharan Africa;9178
Asia;1187
Australia and Oceania;716
Asia;2145
Europe;1886
Europe;3380
Sub-Saharan Africa;2102
Europe;556
Sub-Saharan Africa;3278
Europe;1836
Asia;9828
Asia;7884
Asia;8666
Europe;1866
Australia and Oceania;9207
Central America and the Caribbean;9444
Middle East and North Africa;3363
Australia and Oceania;8783
Middle East and North Africa;5551
Middle East and North Africa;547
Sub-Saharan Africa;2683
Europe;7900
Sub-Saharan Africa;4173
Europe;6506
Asia;1936
Asia;4529
Central America and the Caribbean;385
Central America and the Caribbean;2633
Central America and the Caribbean;6435
Europe;3983
Sub-Saharan Africa;9500
Middle East and North Africa;4242
Sub-Saharan Africa;1494
Sub-Saharan Africa;1574
Sub-Saharan Africa;6831
Central America and the Caribbean;6644
Sub-Saharan Africa;2424
Central America and the Caribbean;2615
Australia and Oceania;7689
Asia;5152
Europe;4539
Europe;2418
Sub-Saharan Africa;7388
Middle East and North Africa;5078
Sub-Saharan Africa;3150
Europe;6296
Central America and the Caribbean;1239
Europe;1735
Europe;3570
Europe;9561
Sub-Saharan Africa;4556
Australia and Oceania;436
Central America and the Caribbean;1112
Middle East and North Africa;7525
Sub-Saharan Africa;2651
Europe;6493
Australia and Oceania;1087
Central America and the Caribbean;5502
Middle East and North Africa;836
Sub-Saharan Africa;5218
Sub-Saharan Africa;8810
Asia;8804
Middle East and North Africa;4424
Asia;1924
Europe;9591
Sub-Saharan Africa;2742
Europe;8727
Europe;1923
Asia;8744
Asia;2631
Sub-Saharan Africa;9058
Asia;529
Sub-Saharan Africa;1581
Sub-Saharan Africa;3782
Middle East and North Africa;729
Central America and the Caribbean;3053
Europe;3415
Sub-Saharan Africa;1507
Sub-Saharan Africa;9053
Europe;4808
Europe;9558
Sub-Saharan Africa;1120
Middle East and North Africa;9343
Sub-Saharan Africa;1106
Europe;5322
Europe;7932
Sub-Saharan Africa;6910
Europe;7261
Central America and the Caribbean;6020
Central America and the Caribbean;7256
Central America and the Caribbean;7068
Europe;8583
Central America and the Caribbean;6965
Australia and Oceania;4406
Europe;5128
Europe;387
Central America and the Caribbean;3469
Australia and Oceania;4692
Central America and the Caribbean;6404
Europe;7984
Middle East and North Africa;845
Sub-Saharan Africa;3428
Europe;6207
Europe;6688
Sub-Saharan Africa;4405
Middle East and North Africa;5927
Europe;9851
Europe;1809
North America;9461
Europe;7500
Australia and Oceania;2648
Sub-Saharan Africa;8662
Asia;1327
Sub-Saharan Africa;3460
Europe;9910
Asia;2558
Sub-Saharan Africa;5314
Sub-Saharan Africa;9120
Middle East and North Africa;6950
Sub-Saharan Africa;8810
Asia;6735
Sub-Saharan Africa;9792
Sub-Saharan Africa;9081
Middle East and North Africa;2730
Middle East and North Africa;902
Middle East and North Africa;789
Europe;1614
Sub-Saharan Africa;9632
Sub-Saharan Africa;3129
Europe;7423
Sub-Saharan Africa;9862
Sub-Saharan Africa;4827
Asia;8727
Sub-Saharan Africa;5007
Sub-Saharan Africa;9139
Sub-Saharan Africa;3627
Europe;3010
Asia;8853
Europe;4755
Middle East and North Africa;1347
Central America and the Caribbean;1289
Middle East and North Africa;4273
Sub-Saharan Africa;2025
Europe;3297
Central America and the Caribbean;8877
Sub-Saharan Africa;6581
Europe;6259
Central America and the Caribbean;4791
Asia;1086
Europe;1089
Europe;2772
Europe;1140
Middle East and North Africa;3230
Middle East and North Africa;3109
Central America and the Caribbean;6875
Europe;7658
Central America and the Caribbean;620
Central America and the Caribbean;7953
Middle East and North Africa;3881
Europe;9658
Central America and the Caribbean;8570
Middle East and North Africa;935
Europe;9102
Europe;2450
Central America and the Caribbean;2391
Middle East and North Africa;7367
Asia;7851
Central America and the Caribbean;1349
Asia;7396
Asia;2560
Middle East and North Africa;5440
Europe;1666
Europe;8898
Europe;1829
Europe;7182
Middle East and North Africa;8713
Sub-Saharan Africa;2208
Europe;484
Asia;8390
Europe;7805
Australia and Oceania;2641
Europe;3839
Central America and the Caribbean;4375
Europe;4252
Middle East and North Africa;5507
Sub-Saharan Africa;7207
Europe;451
Central America and the Caribbean;3368
Sub-Saharan Africa;6120
Europe;5899
Sub-Saharan Africa;1929
Europe;465
Europe;9792
Middle East and North Africa;5228
Asia;4123
Europe;855
Asia;1836
Sub-Saharan Africa;508
Asia;2344
Sub-Saharan Africa;9851
Europe;7563
Europe;7049
Sub-Saharan Africa;1906
Sub-Saharan Africa;2766
Australia and Oceania;2288
Sub-Saharan Africa;165
Sub-Saharan Africa;8121
Europe;4911
Sub-Saharan Africa;1321
Australia and Oceania;5168
Central America and the Caribbean;6301
Europe;1600
Sub-Saharan Africa;9976
Europe;7371
Europe;1759
North America;8145
Sub-Saharan Africa;3565
Sub-Saharan Africa;2086
Sub-Saharan Africa;9807
Middle East and North Africa;9858
Sub-Saharan Africa;7401
Europe;4626
Australia and Oceania;5758
Sub-Saharan Africa;2053
Sub-Saharan Africa;6795
Europe;303
Europe;4925
Europe;41
Middle East and North Africa;7062
Central America and the Caribbean;4430
Sub-Saharan Africa;2619
Australia and Oceania;9135
North America;3512
Asia;2319
Asia;4154
Central America and the Caribbean;4647
Middle East and North Africa;1459
Europe;9282
Asia;4841
Central America and the Caribbean;1890
Sub-Saharan Africa;6215
Sub-Saharan Africa;633
Sub-Saharan Africa;9994
Sub-Saharan Africa;6177
Middle East and North Africa;3093
Australia and Oceania;1684
Asia;4925
Australia and Oceania;2819
Europe;7404
Asia;7747
Australia and Oceania;4945
Asia;7130
Europe;4462
Sub-Saharan Africa;4134
Australia and Oceania;5369
Middle East and North Africa;4422
Sub-Saharan Africa;9580
Asia;6159
Central America and the Caribbean;1508
Sub-Saharan Africa;8
Asia;8069
Sub-Saharan Africa;9133
Middle East and North Africa;8675
North America;9199
Europe;5242
Australia and Oceania;8370
Middle East and North Africa;2183
North America;7309
Europe;6411
Europe;9181
Australia and Oceania;7343
Europe;9650
Middle East and North Africa;6890
Asia;6880
Sub-Saharan Africa;9468
Middle East and North Africa;1534
North America;1990
Sub-Saharan Africa;6778
Europe;3871
Sub-Saharan Africa;8275
Central America and the Caribbean;7025
Central America and the Caribbean;4189
Sub-Saharan Africa;5865
Asia;5183
Australia and Oceania;7306
Middle East and North Africa;4424
Sub-Saharan Africa;761
Australia and Oceania;7573
Sub-Saharan Africa;8146
Sub-Saharan Africa;2796
Europe;3873
Central America and the Caribbean;756
Sub-Saharan Africa;4857
Asia;4618
Europe;513
Europe;45
Asia;2753
Asia;5202
Asia;5992
Sub-Saharan Africa;753
Middle East and North Africa;7145
Europe;9861
Central America and the Caribbean;5625
Middle East and North Africa;8192
Central America and the Caribbean;3347
Europe;3908
Central America and the Caribbean;4723
Asia;7674
Central America and the Caribbean;6669
Sub-Saharan Africa;2653
Europe;8599
Central America and the Caribbean;4511
Central America and the Caribbean;2426
Europe;1412
Central America and the Caribbean;2565
Europe;4018
Middle East and North Africa;5930
Asia;5494
Europe;1934
Asia;1505
North America;2493
Australia and Oceania;214
Middle East and North Africa;2019
Europe;2286
Middle East and North Africa;7427
Central America and the Caribbean;884
Europe;8131
Europe;1673
Europe;6045
Europe;2816
Central America and the Caribbean;5584
Europe;4978
Sub-Saharan Africa;3660
Sub-Saharan Africa;1323
Asia;9689
Europe;7514
Sub-Saharan Africa;5584
Middle East and North Africa;1717
Middle East and North Africa;5760
Asia;4594
Europe;7130
Australia and Oceania;9310
Europe;9108
Sub-Saharan Africa;1529
Europe;3609
Europe;9416
Asia;5047
Middle East and North Africa;3634
Middle East and North Africa;336
Asia;7346
Sub-Saharan Africa;8889
Europe;6219
Asia;2621
Europe;8414
Central America and the Caribbean;5946
Sub-Saharan Africa;4597
Europe;5778
North America;7931
Middle East and North Africa;1531
Sub-Saharan Africa;4081
Central America and the Caribbean;5119
Middle East and North Africa;1211
Asia;956
Asia;9984
Middle East and North Africa;5957
Central America and the Caribbean;3565
Europe;9534
Sub-Saharan Africa;7618
North America;3603
Middle East and North Africa;307
Europe;2578
Europe;2295
Australia and Oceania;3371
Europe;6748
Asia;5399
Europe;9329
Australia and Oceania;574
Sub-Saharan Africa;8201
Europe;3310
Asia;4030
Australia and Oceania;523
Europe;9980
Sub-Saharan Africa;1625
Sub-Saharan Africa;1713
Middle East and North Africa;8531
Australia and Oceania;7395
Sub-Saharan Africa;5654
Middle East and North Africa;7689
Europe;9910
Sub-Saharan Africa;5760
Sub-Saharan Africa;712
Europe;7271
Central America and the Caribbean;9974
Asia;387
Asia;2110
Asia;5772
Europe;4034
North America;6589
Middle East and North Africa;5161
Europe;8503
Middle East and North Africa;7403
Europe;9678
Central America and the Caribbean;5177
Asia;778
Europe;5394
Middle East and North Africa;4967
Europe;7470
Middle East and North Africa;7909
Europe;3319
Europe;7768
Europe;7355
Middle East and North Africa;5209
Europe;6491
Asia;3394
Sub-Saharan Africa;142
Sub-Saharan Africa;7989
Middle East and North Africa;221
Sub-Saharan Africa;7157
Sub-Saharan Africa;1144
Australia and Oceania;1563
Asia;9824
Asia;4370
Asia;5674
Europe;1242
Middle East and North Africa;610
Europe;345
Asia;9045
Europe;2341
Europe;7893
Sub-Saharan Africa;394
Asia;6568
Europe;170
North America;6985
Australia and Oceania;9831
Europe;3557
Australia and Oceania;42
Europe;3198
Europe;3968
Sub-Saharan Africa;5323
Middle East and North Africa;7271
Europe;1846
Asia;8116
Middle East and North Africa;7180
Sub-Saharan Africa;7168
Sub-Saharan Africa;8240
Sub-Saharan Africa;7590
Europe;4440
Sub-Saharan Africa;5046
Asia;7694
Australia and Oceania;7700
Europe;2415
Australia and Oceania;6217
North America;5518
Sub-Saharan Africa;3761
Middle East and North Africa;6418
Central America and the Caribbean;5995
Sub-Saharan Africa;7027
Sub-Saharan Africa;1083
Sub-Saharan Africa;1761
Asia;9691
Australia and Oceania;7533
Europe;4981
North America;3757
Sub-Saharan Africa;2617
Sub-Saharan Africa;2348
Sub-Saharan Africa;765
Asia;7718
Asia;88
Europe;6784
Central America and the Caribbean;3749
Central America and the Caribbean;8958
Europe;7414
Middle East and North Africa;6154
Middle East and North Africa;9246
Sub-Saharan Africa;2787
Europe;9909
Sub-Saharan Africa;5771
Asia;2567
Sub-Saharan Africa;4519
Middle East and North Africa;2884
Central America and the Caribbean;947
Europe;9025
Asia;9467
Middle East and North Africa;1653
Sub-Saharan Africa;6994
Sub-Saharan Africa;3933
Asia;2943
Asia;1528
Australia and Oceania;9226
Europe;2603
Middle East and North Africa;259
Sub-Saharan Africa;7822
Europe;2954
Asia;348
Sub-Saharan Africa;6727
Middle East and North Africa;5846
Central America and the Caribbean;3492
Sub-Saharan Africa;2480
Europe;7661
Europe;914
Australia and Oceania;6150
Middle East and North Africa;4312
Europe;8373
Asia;8338
Sub-Saharan Africa;6243
Central America and the Caribbean;1156
Asia;4175
Europe;3430
Sub-Saharan Africa;9083
Europe;8325
Sub-Saharan Africa;380
Sub-Saharan Africa;1504
Sub-Saharan Africa;9981
Asia;1131
Middle East and North Africa;2301
Sub-Saharan Africa;7870
Sub-Saharan Africa;4252
Australia and Oceania;4887
Central America and the Caribbean;5249
Sub-Saharan Africa;7843
Australia and Oceania;7206
Europe;4904
Europe;4537
Australia and Oceania;6734
Central America and the Caribbean;4157
Asia;6497
Sub-Saharan Africa;5479
Australia and Oceania;9856
Europe;417
Asia;4977
Central America and the Caribbean;3385
Middle East and North Africa;2522
Europe;1298
Asia;5656
Sub-Saharan Africa;3570
Sub-Saharan Africa;44
Middle East and North Africa;2114
Middle East and North Africa;3848
Asia;1345
Central America and the Caribbean;7734
Europe;8176
Asia;4864
Sub-Saharan Africa;2022
Sub-Saharan Africa;904
Australia and Oceania;4797
Australia and Oceania;4018
Europe;915
Central America and the Caribbean;4869
Central America and the Caribbean;7290
Europe;6621
Australia and Oceania;3336
Sub-Saharan Africa;4939
Sub-Saharan Africa;967
Sub-Saharan Africa;7987
Europe;4597
Europe;6428
Central America and the Caribbean;1141
Europe;3427
Sub-Saharan Africa;11
Asia;4648
Sub-Saharan Africa;3123
Sub-Saharan Africa;8255
Europe;4891
Asia;4911
North America;2227
Asia;7782
Asia;4548
Australia and Oceania;2530
Europe;3766
Asia;7321
Australia and Oceania;4295
Asia;2818
Central America and the Caribbean;3050
Australia and Oceania;2185
Europe;9445
Sub-Saharan Africa;1087
Sub-Saharan Africa;5394
Middle East and North Africa;7686
Asia;5311
Sub-Saharan Africa;2649
Middle East and North Africa;6110
Middle East and North Africa;9137
Asia;7205
Sub-Saharan Africa;2817
Middle East and North Africa;509
Europe;1851
Asia;438
Australia and Oceania;6903
Europe;3906
