Region;Units Sold
Sub-Saharan Africa;4854
Middle East and North Africa;4443
Europe;7320
Europe;6769
Sub-Saharan Africa;3109
Australia and Oceania;8688
Sub-Saharan Africa;2886
Central America and the Caribbean;7113
Sub-Saharan Africa;9814
Europe;1460
Central America and the Caribbean;9557
Sub-Saharan Africa;3642
Europe;281
Asia;8073
Sub-Saharan Africa;2648
Middle East and North Africa;1667
Central America and the Caribbean;9823
Middle East and North Africa;3838
Europe;7469
Europe;6501
Asia;3752
Middle East and North Africa;4069
Sub-Saharan Africa;9334
Central America and the Caribbean;3457
Middle East and North Africa;7380
Central America and the Caribbean;4078
North America;3555
Europe;7847
Europe;6021
Sub-Saharan Africa;9177
Asia;5444
Middle East and North Africa;4983
Sub-Saharan Africa;4987
Asia;4679
Sub-Saharan Africa;314
Europe;179
Middle East and North Africa;9590
Sub-Saharan Africa;5896
Sub-Saharan Africa;3478
Europe;8746
Sub-Saharan Africa;5142
Sub-Saharan Africa;8141
Asia;247
Europe;5997
Asia;6957
Australia and Oceania;6727
Europe;5935
Asia;7245
Europe;346
Sub-Saharan Africa;6965
Sub-Saharan Africa;5854
Sub-Saharan Africa;7801
Asia;623
Asia;4168
Asia;5317
Sub-Saharan Africa;2980
Sub-Saharan Africa;3099
Sub-Saharan Africa;3650
Asia;9635
North America;8092
Central America and the Caribbean;3088
Europe;721
Australia and Oceania;4122
Central America and the Caribbean;8451
Middle East and North Africa;5901
Sub-Saharan Africa;696
Europe;4090
Middle East and North Africa;9369
Sub-Saharan Africa;6852
Central America and the Caribbean;8886
Europe;4851
Sub-Saharan Africa;6159
Australia and Oceania;1252
Sub-Saharan Africa;604
Sub-Saharan Africa;1718
Sub-Saharan Africa;4133
Australia and Oceania;4414
Central America and the Caribbean;1162
Central America and the Caribbean;4
Sub-Saharan Africa;8603
Europe;1652
Europe;5872
Europe;5021
Sub-Saharan Africa;4883
Europe;8276
Central America and the Caribbean;49
Sub-Saharan Africa;2081
Central America and the Caribbean;8284
Europe;9600
Sub-Saharan Africa;9003
Sub-Saharan Africa;6497
Europe;4119
Middle East and North Africa;936
Asia;8047
Middle East and North Africa;3581
Central America and the Caribbean;7701
Sub-Saharan Africa;7597
Asia;2494
Middle East and North Africa;8647
Sub-Saharan Africa;4342
Sub-Saharan Africa;4895
Asia;7657
Middle East and North Africa;7006
Asia;9354
Europe;8143
Central America and the Caribbean;8847
Central America and the Caribbean;3971
Asia;8050
Middle East and North Africa;2653
Australia and Oceania;1378
Sub-Saharan Africa;4854
Middle East and North Africa;5743
Central America and the Caribbean;3738
Central America and the Caribbean;561
Europe;4968
Sub-Saharan Africa;7746
Sub-Saharan Africa;6710
Asia;1710
Central America and the Caribbean;9626
Middle East and North Africa;9369
Central America and the Caribbean;6882
Europe;137
Sub-Saharan Africa;4140
Australia and Oceania;5927
Asia;9565
Europe;1154
Central America and the Caribbean;3822
Europe;2731
Sub-Saharan Africa;74
Middle East and North Africa;74
Middle East and North Africa;3985
Australia and Oceania;5095
Sub-Saharan Africa;3720
Europe;2209
Middle East and North Africa;9942
Asia;8330
Asia;5815
Middle East and North Africa;2872
Sub-Saharan Africa;7004
Asia;7749
Sub-Saharan Africa;1673
Middle East and North Africa;7375
Europe;485
Europe;8665
Asia;6605
Sub-Saharan Africa;1031
Sub-Saharan Africa;5697
Europe;6389
Sub-Saharan Africa;5925
Asia;9153
Sub-Saharan Africa;7953
Central America and the Caribbean;6236
Sub-Saharan Africa;4944
Sub-Saharan Africa;7052
Middle East and North Africa;2564
Europe;3516
Asia;8976
Europe;42
Europe;4844
Asia;3543
Sub-Saharan Africa;3332
Asia;3434
Central America and the Caribbean;105
Asia;1629
Europe;3326
Europe;2542
Europe;3659
Sub-Saharan Africa;3087
Asia;4269
Central America and the Caribbean;2678
Middle East and North Africa;819
Sub-Saharan Africa;3229
Europe;1474
Asia;9154
Europe;6898
Europe;7367
Sub-Saharan Africa;254
Europe;7283
Middle East and North Africa;7208
Sub-Saharan Africa;815
Sub-Saharan Africa;5922
Asia;2377
Middle East and North Africa;7061
Sub-Saharan Africa;8884
Europe;3789
Asia;9749
Sub-Saharan Africa;1770
Europe;6887
Europe;9168
Middle East and North Africa;4711
Europe;6647
Europe;136
Middle East and North Africa;7372
Sub-Saharan Africa;2576
Europe;7006
Sub-Saharan Africa;3945
Asia;3713
Asia;8657
Asia;8157
Europe;3626
Europe;3504
Sub-Saharan Africa;8265
Australia and Oceania;5415
Europe;4490
Europe;2057
Sub-Saharan Africa;6714
Europe;4092
Asia;1851
Sub-Saharan Africa;4684
Asia;9315
Australia and Oceania;9499
Asia;1021
Asia;6699
Sub-Saharan Africa;1382
Sub-Saharan Africa;6950
Sub-Saharan Africa;7313
Europe;3414
Middle East and North Africa;8227
Central America and the Caribbean;1756
Europe;6039
Middle East and North Africa;141
Sub-Saharan Africa;5162
Central America and the Caribbean;9231
Europe;2511
Sub-Saharan Africa;2192
Middle East and North Africa;7500
Middle East and North Africa;4688
Europe;2042
Australia and Oceania;4881
Sub-Saharan Africa;553
Sub-Saharan Africa;3437
Sub-Saharan Africa;9945
Sub-Saharan Africa;3520
Central America and the Caribbean;9634
Australia and Oceania;793
Central America and the Caribbean;1532
Sub-Saharan Africa;3420
Europe;55
Sub-Saharan Africa;2067
Central America and the Caribbean;2116
Middle East and North Africa;9896
Europe;7129
Asia;2572
Asia;7009
Sub-Saharan Africa;8258
Asia;6169
Sub-Saharan Africa;7620
Europe;1523
Europe;3821
Sub-Saharan Africa;2486
Sub-Saharan Africa;2524
Asia;972
Asia;1895
Middle East and North Africa;1394
Asia;2597
Europe;667
Sub-Saharan Africa;7794
Europe;8204
Europe;3151
Sub-Saharan Africa;5921
Middle East and North Africa;6831
Australia and Oceania;8230
Australia and Oceania;9498
Sub-Saharan Africa;2046
North America;4317
Middle East and North Africa;6784
Middle East and North Africa;6951
Central America and the Caribbean;4356
Middle East and North Africa;5565
Central America and the Caribbean;9178
Europe;823
Sub-Saharan Africa;8162
Sub-Saharan Africa;5888
Europe;724
Europe;6426
Sub-Saharan Africa;8778
North America;599
Europe;6737
Asia;9072
Sub-Saharan Africa;1515
Sub-Saharan Africa;5009
Europe;2526
Asia;4074
Europe;1686
Middle East and North Africa;4431
Europe;3407
Australia and Oceania;6744
Asia;4603
Asia;4178
Europe;4690
Sub-Saharan Africa;2395
Australia and Oceania;5580
Sub-Saharan Africa;9562
Asia;1688
Europe;6340
Central America and the Caribbean;9929
Central America and the Caribbean;5895
Central America and the Caribbean;9715
Sub-Saharan Africa;3891
Europe;2961
Asia;8491
Central America and the Caribbean;4081
Europe;360
Sub-Saharan Africa;9990
Central America and the Caribbean;2662
Europe;101
Sub-Saharan Africa;1061
Middle East and North Africa;6328
Central America and the Caribbean;3720
Middle East and North Africa;3086
Central America and the Caribbean;1304
Asia;7288
North America;6978
Sub-Saharan Africa;8348
Sub-Saharan Africa;6404
Central America and the Caribbean;8181
Sub-Saharan Africa;7747
Middle East and North Africa;1201
Australia and Oceania;1672
Europe;4322
North America;1342
Middle East and North Africa;6957
North America;2421
Sub-Saharan Africa;1021
Europe;3074
Sub-Saharan Africa;928
Sub-Saharan Africa;3964
Middle East and North Africa;3592
Sub-Saharan Africa;8255
Sub-Saharan Africa;8427
Europe;1612
Asia;7347
Asia;2199
Europe;4766
Central America and the Caribbean;679
Central America and the Caribbean;7599
Sub-Saharan Africa;217
Australia and Oceania;5258
Sub-Saharan Africa;6477
North America;9659
Asia;7623
Australia and Oceania;5216
Europe;4318
Asia;8842
Europe;9728
Sub-Saharan Africa;9951
Sub-Saharan Africa;9516
Central America and the Caribbean;458
Europe;1846
Sub-Saharan Africa;4777
Europe;7382
Central America and the Caribbean;9821
Europe;9288
Sub-Saharan Africa;5005
Europe;3228
Europe;2243
Europe;7367
Europe;5949
Sub-Saharan Africa;2368
Central America and the Caribbean;3037
Europe;1396
Sub-Saharan Africa;2921
Europe;115
Europe;7514
Europe;6688
Sub-Saharan Africa;1232
Asia;1779
Middle East and North Africa;989
Asia;8554
Europe;6197
Sub-Saharan Africa;2675
Central America and the Caribbean;8772
Sub-Saharan Africa;2307
Europe;3127
Europe;8114
Sub-Saharan Africa;6177
Central America and the Caribbean;3260
Central America and the Caribbean;7335
Sub-Saharan Africa;3409
Europe;8516
Europe;6725
Europe;4134
Sub-Saharan Africa;3872
North America;1102
Europe;8015
Australia and Oceania;8835
Sub-Saharan Africa;4817
Sub-Saharan Africa;9246
Sub-Saharan Africa;2442
Sub-Saharan Africa;6751
Australia and Oceania;1554
Sub-Saharan Africa;8263
Middle East and North Africa;5319
Europe;3195
Sub-Saharan Africa;9398
Europe;3463
Asia;1957
Middle East and North Africa;3480
Sub-Saharan Africa;3660
North America;160
Sub-Saharan Africa;7671
Europe;2917
Middle East and North Africa;9654
Europe;3666
Central America and the Caribbean;7772
Sub-Saharan Africa;6820
Central America and the Caribbean;2690
Europe;9294
Asia;7573
Middle East and North Africa;501
Europe;8083
Sub-Saharan Africa;2355
Central America and the Caribbean;2385
North America;9272
Sub-Saharan Africa;1144
Middle East and North Africa;8164
North America;7523
Australia and Oceania;8445
Europe;7186
Asia;2031
Europe;8298
Australia and Oceania;3335
Europe;1522
Central America and the Caribbean;9270
Europe;22
Australia and Oceania;9251
Europe;9463
Europe;5193
Australia and Oceania;8009
Europe;1509
Sub-Saharan Africa;6323
Central America and the Caribbean;5113
Sub-Saharan Africa;7570
Europe;5419
Sub-Saharan Africa;7414
Australia and Oceania;4341
Sub-Saharan Africa;4019
Sub-Saharan Africa;6294
Middle East and North Africa;8048
Central America and the Caribbean;8192
Sub-Saharan Africa;2667
Central America and the Caribbean;9447
Asia;3538
Asia;1976
Asia;8827
Europe;191
Sub-Saharan Africa;9197
Sub-Saharan Africa;1007
Asia;7812
Sub-Saharan Africa;3837
Asia;337
Australia and Oceania;597
Asia;4935
Sub-Saharan Africa;5699
Asia;2270
Europe;6058
Sub-Saharan Africa;5507
Middle East and North Africa;1089
Middle East and North Africa;309
Australia and Oceania;2704
Asia;4841
Asia;5319
Australia and Oceania;9767
Europe;5846
Sub-Saharan Africa;8250
Asia;3701
Sub-Saharan Africa;5955
Middle East and North Africa;798
Middle East and North Africa;1046
Europe;1549
Australia and Oceania;4187
Central America and the Caribbean;2871
Sub-Saharan Africa;8542
Sub-Saharan Africa;4175
Australia and Oceania;9775
Asia;7378
Sub-Saharan Africa;6050
Middle East and North Africa;6892
Middle East and North Africa;8032
Australia and Oceania;9631
Sub-Saharan Africa;8883
Europe;5011
Asia;4269
Sub-Saharan Africa;4944
Middle East and North Africa;2353
North America;3845
Australia and Oceania;3800
Sub-Saharan Africa;8628
Europe;1773
Middle East and North Africa;8707
Europe;1936
Europe;5997
Europe;2455
Sub-Saharan Africa;4910
Europe;3992
Asia;2361
Middle East and North Africa;9711
Central America and the Caribbean;7765
Australia and Oceania;5278
Europe;3035
Australia and Oceania;8855
Asia;2586
Asia;1108
Europe;3331
Asia;5199
Central America and the Caribbean;4685
Middle East and North Africa;6793
Sub-Saharan Africa;8561
Australia and Oceania;4055
Sub-Saharan Africa;9373
Sub-Saharan Africa;7647
Australia and Oceania;4037
Australia and Oceania;735
Sub-Saharan Africa;1965
Europe;8982
Middle East and North Africa;5072
Central America and the Caribbean;553
Australia and Oceania;7772
Middle East and North Africa;6111
Sub-Saharan Africa;6979
Middle East and North Africa;8820
Australia and Oceania;2107
Sub-Saharan Africa;4345
North America;5070
Middle East and North Africa;850
Asia;282
Europe;8998
Europe;4658
Australia and Oceania;1954
Sub-Saharan Africa;7610
Europe;5382
Middle East and North Africa;1054
Australia and Oceania;7445
Europe;9404
Europe;8809
Asia;9573
Central America and the Caribbean;2637
Europe;975
Sub-Saharan Africa;4592
Europe;5525
Middle East and North Africa;2840
Australia and Oceania;7637
Sub-Saharan Africa;8044
Sub-Saharan Africa;4224
Europe;3368
Sub-Saharan Africa;4701
Australia and Oceania;4477
Europe;982
Middle East and North Africa;9534
Middle East and North Africa;7481
Sub-Saharan Africa;9203
Sub-Saharan Africa;1111
Europe;6649
Europe;1288
Europe;7535
Europe;9925
Asia;26
Middle East and North Africa;1436
Europe;4785
Sub-Saharan Africa;2735
Australia and Oceania;4978
Sub-Saharan Africa;3237
Asia;6267
Sub-Saharan Africa;4855
Middle East and North Africa;6817
Europe;2003
Asia;7292
Europe;1595
Europe;856
Sub-Saharan Africa;3047
Europe;3173
Sub-Saharan Africa;8270
Sub-Saharan Africa;2407
Australia and Oceania;1681
Australia and Oceania;9222
Europe;192
Sub-Saharan Africa;6783
Central America and the Caribbean;3218
Sub-Saharan Africa;753
Europe;2673
Asia;9296
Asia;2970
Europe;3076
Central America and the Caribbean;1025
Sub-Saharan Africa;5258
Sub-Saharan Africa;6250
Middle East and North Africa;1506
Middle East and North Africa;561
Europe;9983
Middle East and North Africa;8371
Central America and the Caribbean;1354
Central America and the Caribbean;6594
Middle East and North Africa;8783
Europe;4644
Asia;7933
Middle East and North Africa;4436
Sub-Saharan Africa;6970
Europe;383
Sub-Saharan Africa;6556
Europe;9400
Europe;9856
Sub-Saharan Africa;900
North America;2535
Sub-Saharan Africa;6797
Central America and the Caribbean;2755
Sub-Saharan Africa;1506
Europe;1182
Central America and the Caribbean;1941
Sub-Saharan Africa;978
Europe;7516
Sub-Saharan Africa;7810
Middle East and North Africa;145
Middle East and North Africa;9839
Sub-Saharan Africa;4241
Europe;7731
Asia;6720
Europe;4649
Sub-Saharan Africa;6994
Europe;6258
Central America and the Caribbean;6979
Sub-Saharan Africa;722
Sub-Saharan Africa;1087
Middle East and North Africa;8704
Middle East and North Africa;6234
Sub-Saharan Africa;3369
Asia;1833
Europe;381
Europe;9799
Europe;7904
Sub-Saharan Africa;4545
Asia;6601
Europe;2985
Sub-Saharan Africa;9638
Sub-Saharan Africa;4534
Sub-Saharan Africa;2678
Central America and the Caribbean;1105
Sub-Saharan Africa;3884
Europe;7113
Asia;3922
Central America and the Caribbean;9472
Sub-Saharan Africa;5955
Sub-Saharan Africa;7596
Middle East and North Africa;5648
Sub-Saharan Africa;3398
Central America and the Caribbean;1164
Europe;1293
Sub-Saharan Africa;3167
Europe;8196
Europe;4822
Sub-Saharan Africa;3519
Sub-Saharan Africa;1792
Sub-Saharan Africa;9177
Europe;2242
Middle East and North Africa;9585
Asia;6835
Sub-Saharan Africa;1655
Europe;8737
Europe;4803
Sub-Saharan Africa;3610
Europe;943
Central America and the Caribbean;9619
Middle East and North Africa;4487
Europe;7428
Asia;2352
Europe;201
Central America and the Caribbean;3949
Europe;3602
Europe;1194
Asia;5795
Central America and the Caribbean;8501
Asia;7444
Europe;2784
Europe;1714
Sub-Saharan Africa;3456
Sub-Saharan Africa;4267
Asia;2433
Europe;3270
Central America and the Caribbean;4127
Middle East and North Africa;9384
Europe;5453
Central America and the Caribbean;5775
Europe;5825
North America;8107
Sub-Saharan Africa;7157
Europe;4543
Europe;3863
Middle East and North Africa;5748
Australia and Oceania;2858
Europe;4886
Europe;3555
Central America and the Caribbean;7620
Australia and Oceania;7868
Sub-Saharan Africa;2115
Europe;211
Asia;9036
Europe;7499
Middle East and North Africa;1545
Asia;9146
Middle East and North Africa;5307
Central America and the Caribbean;7065
Sub-Saharan Africa;8487
Sub-Saharan Africa;5671
Europe;1747
Asia;1877
Australia and Oceania;8253
Sub-Saharan Africa;5098
Sub-Saharan Africa;3668
Asia;7248
Middle East and North Africa;6157
Central America and the Caribbean;2741
Asia;6383
Middle East and North Africa;8491
Asia;7510
Sub-Saharan Africa;3912
Europe;5203
Central America and the Caribbean;918
Sub-Saharan Africa;7626
Europe;3923
North America;5442
Sub-Saharan Africa;9842
Sub-Saharan Africa;1816
Middle East and North Africa;8087
Central America and the Caribbean;2412
Europe;574
Europe;5393
Europe;1717
Asia;1425
Central America and the Caribbean;8429
Europe;3670
Europe;124
Europe;7794
Sub-Saharan Africa;8717
Central America and the Caribbean;1960
Central America and the Caribbean;8621
Sub-Saharan Africa;6832
Europe;6752
Sub-Saharan Africa;5574
Europe;2522
Australia and Oceania;3850
Australia and Oceania;7846
Europe;9825
Europe;7137
Asia;4162
Sub-Saharan Africa;7311
Sub-Saharan Africa;26
Sub-Saharan Africa;7781
Sub-Saharan Africa;3080
Middle East and North Africa;461
Europe;1489
Middle East and North Africa;9765
Middle East and North Africa;5917
Sub-Saharan Africa;2607
Europe;9527
Sub-Saharan Africa;8401
Sub-Saharan Africa;7984
Central America and the Caribbean;9062
Europe;9452
Australia and Oceania;9003
Middle East and North Africa;4595
North America;5139
Central America and the Caribbean;6577
Europe;6883
Sub-Saharan Africa;1062
Sub-Saharan Africa;6150
Sub-Saharan Africa;6214
Middle East and North Africa;7353
Central America and the Caribbean;2697
Central America and the Caribbean;7407
Asia;3676
Australia and Oceania;5726
Europe;4813
Central America and the Caribbean;4224
Australia and Oceania;4275
Australia and Oceania;7314
Europe;2723
Asia;1912
Sub-Saharan Africa;3323
Sub-Saharan Africa;7431
Middle East and North Africa;1739
Europe;5784
Asia;6134
Central America and the Caribbean;1387
Asia;7173
Middle East and North Africa;1153
Asia;8020
Asia;4496
Europe;4338
Central America and the Caribbean;3331
Europe;4292
Europe;2071
Sub-Saharan Africa;8547
Middle East and North Africa;7630
Europe;265
Asia;9423
Europe;5111
Europe;9364
Middle East and North Africa;1250
Central America and the Caribbean;1866
Central America and the Caribbean;9344
Europe;3844
North America;2559
Middle East and North Africa;4712
Asia;6558
Australia and Oceania;6383
Sub-Saharan Africa;9506
Europe;3273
Asia;2065
Asia;2294
Asia;7402
Europe;2862
Australia and Oceania;1179
Europe;6889
Asia;1560
Sub-Saharan Africa;8791
Middle East and North Africa;9211
Europe;5481
Middle East and North Africa;7293
Middle East and North Africa;6373
Europe;1473
Europe;3381
Sub-Saharan Africa;9914
Central America and the Caribbean;920
Europe;3279
Sub-Saharan Africa;5903
Middle East and North Africa;4734
Sub-Saharan Africa;7745
Middle East and North Africa;9942
Sub-Saharan Africa;8360
Sub-Saharan Africa;7066
Sub-Saharan Africa;2161
Australia and Oceania;6772
Asia;6062
Middle East and North Africa;2223
Middle East and North Africa;9479
Asia;9084
Asia;4324
Sub-Saharan Africa;5518
Europe;5013
Australia and Oceania;2189
Australia and Oceania;8458
Central America and the Caribbean;2262
Sub-Saharan Africa;4074
Asia;1400
Europe;3775
Europe;7768
Australia and Oceania;1976
Sub-Saharan Africa;2029
Europe;5589
Central America and the Caribbean;7349
Asia;4030
Europe;9390
Sub-Saharan Africa;9213
Europe;6317
Central America and the Caribbean;5550
Europe;8794
Australia and Oceania;9957
Europe;9984
Australia and Oceania;1848
Europe;5553
Asia;3136
Sub-Saharan Africa;3664
Central America and the Caribbean;8236
Europe;4982
Central America and the Caribbean;4062
Middle East and North Africa;2669
Sub-Saharan Africa;27
Middle East and North Africa;2391
Australia and Oceania;8046
Australia and Oceania;2311
Middle East and North Africa;2533
Asia;3094
Central America and the Caribbean;402
Europe;7903
Asia;1068
Europe;2402
Australia and Oceania;6443
Asia;4756
Sub-Saharan Africa;942
Europe;5629
Europe;1479
Middle East and North Africa;8185
Sub-Saharan Africa;7469
Sub-Saharan Africa;8087
Middle East and North Africa;825
Europe;3501
Europe;5962
Sub-Saharan Africa;5089
Australia and Oceania;9793
Sub-Saharan Africa;6016
Asia;1732
Sub-Saharan Africa;1946
Asia;3694
Asia;1044
Europe;93
Europe;3972
Sub-Saharan Africa;7842
Europe;3896
Europe;6357
Sub-Saharan Africa;6479
Central America and the Caribbean;7550
Europe;9886
Sub-Saharan Africa;5836
Europe;4779
Australia and Oceania;8128
Europe;4325
Asia;3842
Sub-Saharan Africa;4186
Europe;4891
Sub-Saharan Africa;2526
Europe;5689
Europe;11
Sub-Saharan Africa;3151
Asia;9802
Asia;6689
Europe;7566
Middle East and North Africa;8219
Europe;1466
Sub-Saharan Africa;2155
Middle East and North Africa;2165
Sub-Saharan Africa;5409
Europe;2829
Sub-Saharan Africa;7398
Europe;9121
Sub-Saharan Africa;34
Central America and the Caribbean;9204
Sub-Saharan Africa;7731
Europe;3744
Sub-Saharan Africa;7404
Asia;5904
Sub-Saharan Africa;8467
Europe;1349
Asia;2834
Europe;8241
Middle East and North Africa;4919
Asia;7247
Asia;1636
Sub-Saharan Africa;1528
Sub-Saharan Africa;2398
Sub-Saharan Africa;6751
Europe;9121
Asia;1077
Central America and the Caribbean;6218
Central America and the Caribbean;5173
Middle East and North Africa;603
Middle East and North Africa;2201
Europe;1691
Middle East and North Africa;7826
Asia;1394
Australia and Oceania;212
Asia;4129
Asia;23
Middle East and North Africa;6807
Europe;423
Europe;8844
Europe;7076
Middle East and North Africa;2154
Europe;8146
Australia and Oceania;1150
Sub-Saharan Africa;4297
Europe;2748
Sub-Saharan Africa;8694
Sub-Saharan Africa;6359
North America;6999
Middle East and North Africa;3900
Europe;7379
Europe;9784
Asia;495
Asia;924
Europe;9513
Middle East and North Africa;6736
Sub-Saharan Africa;97
Europe;9132
Europe;410
Sub-Saharan Africa;2528
Asia;1117
Europe;3837
Sub-Saharan Africa;5381
Middle East and North Africa;2473
Europe;8868
Central America and the Caribbean;351
Central America and the Caribbean;9740
Asia;1884
Asia;8662
North America;3986
Sub-Saharan Africa;8799
Sub-Saharan Africa;6072
Sub-Saharan Africa;5813
Europe;56
Europe;7869
Australia and Oceania;351
Europe;5632
Australia and Oceania;3872
Sub-Saharan Africa;2264
Central America and the Caribbean;33
Sub-Saharan Africa;3432
Middle East and North Africa;747
Sub-Saharan Africa;7297
Europe;430
Middle East and North Africa;4525
Sub-Saharan Africa;5994
Europe;8279
Europe;6854
Asia;4224
Australia and Oceania;4925
Asia;524
Central America and the Caribbean;4619
Sub-Saharan Africa;7842
Middle East and North Africa;2852
Europe;9343
Sub-Saharan Africa;9037
Sub-Saharan Africa;690
Australia and Oceania;5089
Central America and the Caribbean;49
Australia and Oceania;5420
Europe;8083
Central America and the Caribbean;6947
Middle East and North Africa;7955
Asia;9082
Middle East and North Africa;5331
North America;3739
Central America and the Caribbean;8373
Sub-Saharan Africa;5333
Europe;7747
Middle East and North Africa;778
Middle East and North Africa;6616
Middle East and North Africa;9487
Europe;645
Australia and Oceania;3375
Europe;7997
Australia and Oceania;6857
Sub-Saharan Africa;9336
Middle East and North Africa;6845
Europe;7826
North America;2754
Sub-Saharan Africa;9133
Europe;6498
Australia and Oceania;1419
Middle East and North Africa;2492
Sub-Saharan Africa;5348
Sub-Saharan Africa;7648
Europe;4085
Europe;1382
Europe;3294
Asia;5608
Sub-Saharan Africa;1139
Europe;4738
Asia;8284
Europe;5688
Asia;7893
Australia and Oceania;7872
Sub-Saharan Africa;5630
Europe;3203
Middle East and North Africa;9659
Middle East and North Africa;6096
Europe;644
Middle East and North Africa;3465
Sub-Saharan Africa;1750
Europe;4723
Middle East and North Africa;8639
Europe;1785
Middle East and North Africa;9477
Europe;9065
Europe;4928
Europe;3477
Sub-Saharan Africa;8155
Europe;4435
Central America and the Caribbean;4823
North America;3853
Middle East and North Africa;3095
Central America and the Caribbean;6146
Middle East and North Africa;3636
Middle East and North Africa;8226
North America;9609
Central America and the Caribbean;9509
Europe;6680
Australia and Oceania;1908
Europe;3011
Sub-Saharan Africa;9837
Sub-Saharan Africa;9267
Asia;211
Asia;8612
Central America and the Caribbean;2444
Australia and Oceania;6710
Sub-Saharan Africa;8449
Australia and Oceania;1726
Europe;2640
Sub-Saharan Africa;4322
Australia and Oceania;1933
Central America and the Caribbean;7664
Central America and the Caribbean;5740
Europe;7415
Sub-Saharan Africa;5976
Europe;1740
Central America and the Caribbean;7055
Europe;1301
Europe;5891
North America;9265
Sub-Saharan Africa;1897
Sub-Saharan Africa;1294
Europe;6989
Central America and the Caribbean;5552
Sub-Saharan Africa;5580
Sub-Saharan Africa;2704
Europe;4585
Asia;5914
Central America and the Caribbean;3416
Sub-Saharan Africa;846
Central America and the Caribbean;3989
Asia;5664
Australia and Oceania;718
Asia;1031
Europe;515
Europe;113
Asia;2797
Middle East and North Africa;8572
Middle East and North Africa;9475
Asia;4574
Europe;4966
Central America and the Caribbean;8782
North America;6182
Sub-Saharan Africa;4360
Europe;2538
Central America and the Caribbean;6972
Sub-Saharan Africa;5948
Sub-Saharan Africa;4783
Central America and the Caribbean;826
Sub-Saharan Africa;8456
Asia;4085
Europe;1156
Middle East and North Africa;5141
Middle East and North Africa;8546
Middle East and North Africa;5907
Europe;8791
Central America and the Caribbean;797
Central America and the Caribbean;2554
Europe;6725
Sub-Saharan Africa;3001
Europe;3105
Middle East and North Africa;5794
Asia;1852
Middle East and North Africa;9098
Sub-Saharan Africa;7379
Europe;3576
Europe;6601
Sub-Saharan Africa;2394
Europe;8931
Sub-Saharan Africa;1215
Europe;6283
Europe;8203
Europe;3073
Central America and the Caribbean;4022
Sub-Saharan Africa;6213
Asia;1837
Middle East and North Africa;5118
Middle East and North Africa;7310
Europe;1701
Europe;8608
Europe;378
Middle East and North Africa;6392
Central America and the Caribbean;8061
Sub-Saharan Africa;3828
Europe;4166
Sub-Saharan Africa;6580
Sub-Saharan Africa;605
Europe;2811
Europe;1794
Central America and the Caribbean;3186
Asia;4646
Sub-Saharan Africa;868
Sub-Saharan Africa;8575
Sub-Saharan Africa;1523
Middle East and North Africa;5496
Europe;3313
Europe;9822
Asia;6903
Europe;8467
Sub-Saharan Africa;5457
Middle East and North Africa;846
Central America and the Caribbean;4639
Middle East and North Africa;8873
Asia;2614
Sub-Saharan Africa;6961
Sub-Saharan Africa;44
Australia and Oceania;2025
Sub-Saharan Africa;95
Central America and the Caribbean;3478
Asia;8430
Asia;3236
Europe;3213
Sub-Saharan Africa;5711
Asia;5109
Sub-Saharan Africa;7819
Asia;7282
Middle East and North Africa;8972
Sub-Saharan Africa;5394
Australia and Oceania;1085
Central America and the Caribbean;7612
Sub-Saharan Africa;8573
Asia;4598
North America;8349
Asia;9517
Middle East and North Africa;9827
Australia and Oceania;8033
Asia;4921
Asia;8309
Sub-Saharan Africa;8046
Asia;1011
Asia;6115
Sub-Saharan Africa;9301
Australia and Oceania;8543
Sub-Saharan Africa;8845
Sub-Saharan Africa;7243
Sub-Saharan Africa;7805
Middle East and North Africa;6630
Europe;6847
Sub-Saharan Africa;3618
Sub-Saharan Africa;9134
Sub-Saharan Africa;7620
Europe;331
Europe;552
Europe;8601
Middle East and North Africa;6826
Asia;4608
Australia and Oceania;3357
Sub-Saharan Africa;1516
Sub-Saharan Africa;9559
Asia;4991
Australia and Oceania;7346
Asia;3194
Asia;1133
Central America and the Caribbean;6792
Sub-Saharan Africa;7832
Central America and the Caribbean;8947
Middle East and North Africa;6859
Middle East and North Africa;5324
Sub-Saharan Africa;128
Sub-Saharan Africa;4087
Australia and Oceania;2051
Middle East and North Africa;5900
Europe;9544
Middle East and North Africa;3927
Europe;2021
Asia;3832
Middle East and North Africa;1395
Asia;3779
Europe;2081
Asia;4432
Europe;992
Sub-Saharan Africa;8955
Sub-Saharan Africa;7544
Sub-Saharan Africa;3013
Europe;3649
Australia and Oceania;4769
Middle East and North Africa;3722
Europe;4887
Sub-Saharan Africa;4677
Sub-Saharan Africa;6532
Middle East and North Africa;5928
North America;5368
Sub-Saharan Africa;9389
Sub-Saharan Africa;9558
Australia and Oceania;9474
Europe;9767
Sub-Saharan Africa;3098
Europe;9158
Asia;9673
Sub-Saharan Africa;3397
Europe;1115
Australia and Oceania;646
Sub-Saharan Africa;1838
Central America and the Caribbean;1570
Sub-Saharan Africa;8755
Sub-Saharan Africa;9333
Sub-Saharan Africa;1280
Central America and the Caribbean;9600
Europe;1328
Europe;533
Asia;3313
Asia;2797
Sub-Saharan Africa;4148
Europe;9557
Europe;3248
Europe;6476
Europe;2527
Sub-Saharan Africa;1718
Asia;6399
Australia and Oceania;5948
Europe;1778
